MGH264_A01	MGH264_A02	MGH264_A03	MGH264_A04	MGH264_A05	MGH264_A06	MGH264_A07	MGH264_A08	MGH264_A10	MGH264_A11	MGH264_B01	MGH264_B02	MGH264_B03	MGH264_B04	MGH264_B05	MGH264_B06	MGH264_B10	MGH264_B11	MGH264_C01	MGH264_C03	MGH264_C04	MGH264_C05	MGH264_C08	MGH264_C12	MGH264_D01	MGH264_D02	MGH264_D03	MGH264_D04	MGH264_D05	MGH264_D08	MGH264_D09	MGH264_D10	MGH264_D12	MGH264_E01	MGH264_E03	MGH264_E05	MGH264_E06	MGH264_E08	MGH264_E10	MGH264_E12	MGH264_F01	MGH264_F02	MGH264_F03	MGH264_F04	MGH264_F07	MGH264_F09	MGH264_F10	MGH264_F12	MGH264_G01	MGH264_G02	MGH264_G03	MGH264_G04	MGH264_G06	MGH264_G08	MGH264_G09	MGH264_G10	MGH264_G11	MGH264_G12	MGH264_H01	MGH264_H02	MGH264_H03	MGH264_H04	MGH264_H08	MGH264_H10	MGH264_H12	MGH26_A02	MGH26_A03	MGH26_A05	MGH26_A07	MGH26_A08	MGH26_A09	MGH26_A12	MGH26_B01	MGH26_B02	MGH26_B05	MGH26_B06	MGH26_B10	MGH26_B12	MGH26_C01	MGH26_C03	MGH26_C05	MGH26_C12	MGH26_D01	MGH26_D03	MGH26_D06	MGH26_D07	MGH26_D08	MGH26_D10	MGH26_E02	MGH26_E04	MGH26_E05	MGH26_E06	MGH26_E07	MGH26_E08	MGH26_E10	MGH26_E12	MGH26_F02	MGH26_F05	MGH26_F08	MGH26_F09
ANP32E	8.293086278	8.140584169	0	7.534847725	2.254687333	6.702373445	7.353089893	8.024089026	0	8.305353426	7.945441651	6.339152601	0	8.724391559	0	7.645786864	0	7.250815356	0	0	0	9.292985214	8.186759774	6.591293233	8.395147297	9.141748769	8.844862012	7.560526479	7.17053794	8.181639924	8.321645145	9.21474708	8.036485204	6.653441501	7.191884547	7.355058718	8.595324998	6.30020643	6.242049748	7.946561949	8.388963113	0	9.224694716	6.126365649	7.430617148	0	6.973183643	0	8.868050104	4.254830058	7.026141882	1.595011657	7.077277786	7.477999314	10.08791662	7.955650323	7.353404739	4.160280031	0	0	9.122687219	7.04285516	8.5377466	8.551995922	9.468349469	7.376339185	0	0	1.471606713	5.40774907	9.280279695	0	7.173364679	4.683177388	0	1.125871719	0	0	0	0	2.240480743	0	0	0	0	0	0	4.967285969	0	3.199913578	0	0	6.46965384	0	0	0	6.257641079	0.789848842	0	2.540821162
ANTXR1	0	0	0	0	7.436867742	8.03684464	0	5.178515062	0	4.460937612	8.207500273	2.827556714	7.86652937	0	6.070307944	9.281342995	0	0	7.572789001	0	0	0	3.446167559	0	0	0	0	7.913953043	0	0	4.37351438	0	7.661972538	0	0	0	0	0	0	0	0	0	0	4.145106122	0	6.071590457	0	7.127992181	0	0	9.091677827	0	0	6.536140001	0	0	0	0	0	0	0	8.084502737	0	5.303122868	0	5.964653264	2.339798016	9.329504425	0	0	0	0	0	2.570013784	4.569095826	0	1.824788171	0	0	0	0	9.102007769	7.924289882	0	0	9.967754816	6.834488146	0	0	0	9.645332773	8.610861468	4.211413141	0	0	0	0	6.192991799	9.365434303	8.803408278
ANXA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.786173554	0	0	0	0	6.574407288	0	0	0	0	0	0	0	0	0	0	0	1.481336766	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155077219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.846634582	0	0	7.98232127	0	0	0	0	0	0	0	0.608941193	0	4.815566749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.276286758	0	0	0	0	0
ANXA2	0	0	0	0	0	0	6.84229356	0	8.128414218	0	8.027189095	6.719124432	0	8.041283437	9.409880243	0	0	0	0	2.350499668	0	8.964039641	8.427005943	0	0	0	0	8.923988152	3.102826415	0	11.031491315	0	7.154796719	0	6.201718329	0	9.656704461	0	5.924878883	7.239080924	0	0	9.578833946	2.371070345	5.94336716	3.063809152	0	7.127992181	9.239316976	8.807706474	9.228940941	0	0	7.624057364	0	3.974278394	0	0	0	8.789755489	10.433849763	0	0	0	7.070269751	7.780830173	11.703973947	0	0	5.872133101	8.87195006	6.883939733	9.202622439	0	10.829722454	0	1.18350236	0	1.161057925	0	3.606043616	0	0	9.92817752	8.933018425	8.626015215	0	10.150503099	0	11.048423421	0	0	0	0	0	8.366022622	11.075219965	0	9.987504134	0
ANXA4	0	0	0	0	0	0	0	0	0	0	8.23069196	0	0	8.001421778	0	0	0	0	0	0	0	0	0	9.498813843	7.626128749	0	0	0	0	0	0	0	4.74021999	0	0	0	0	0	0	0	8.661979879	0	0	0	0	0	0	5.879325854	0	0	0	0	0	0	0	0	8.102376909	0	0	0	0	0	0	0	6.554097544	0	0	0	0	0	0	0	0	0	0	0	0	0	8.988251611	0	0	0	8.952280818	0	0	0	0	0	0	8.737517403	0	0	0	0	2.417999678	2.231389186	0	0	0.864880994	8.227810774
ANXA5	0	9.086089093	0	9.572885929	1.813472312	5.074795065	9.881821486	7.148323626	9.557116672	8.031686967	9.671258382	9.756529308	0	10.510103228	9.171475093	10.621691612	10.457132531	8.92236022	10.480252023	0	5.27778264	8.852167032	9.117285915	8.220000739	8.156095079	7.782649489	8.865281922	6.945704986	7.575728703	10.358891971	8.929630949	9.722921027	6.508493782	5.218874356	10.555496397	8.729764512	10.608608296	8.536216853	8.096041098	8.367890407	5.520270843	9.30005465	8.547125101	9.706754304	7.51261465	9.357987251	8.665651945	0	11.38721378	10.348242214	7.236135835	0	0	6.922400022	6.952240241	10.808612721	8.511452817	0	8.210815818	0	9.228762128	6.599369316	3.739257797	8.692813616	9.255866767	9.970709579	11.022996497	1.600657901	10.033611702	1.723720191	10.085265193	12.271350047	7.59822084	6.743760623	10.938189468	10.692689459	9.716498379	11.011737388	12.260054743	9.570684861	0	10.693626079	3.525807366	9.058062102	10.450469284	9.172349407	8.562577645	5.892440827	8.716269269	9.742737719	8.67403358	5.47015988	0	8.28623822	8.808843213	10.512606583	10.955727828	0	9.70619979	8.779874684
ANXA6	5.081007223	9.216306535	0	0	0	0	7.835993323	0	0	5.743015181	8.303589248	0.746428311	0	8.248460074	0	0	0	0	0	0	8.434965136	8.415806639	0	0	0	9.956606692	4.581350629	0	3.851022828	0	8.807901454	0	0	0	9.132089383	0	7.804508714	9.277876043	0	1.219128293	0	0	9.431138893	1.626029743	7.864533091	9.171040104	8.011650367	8.857719716	0	2.62501145	6.589516978	0	7.85706207	0	8.439468882	0	8.209579539	0	9.556862571	8.945779496	0	0	0	5.021713613	7.666077219	0	0	0	3.924712428	0	1.751533265	8.136604045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.326540337	6.755827965	0	0	0	0	0	7.872740347	0	0	0	0	5.246161961	0
ANXA7	9.089636397	0	0	0	0	0	8.518104229	0	0	8.559611469	8.403913933	8.478802118	0	0	7.931914171	9.560508574	8.739008907	0	9.246313436	0	0	0	7.937717939	8.405427307	5.437476108	0	8.704584824	0	0.663502416	5.952226279	8.181625027	1.481336766	3.793213826	0	0	0	8.066467164	0	0	7.213489886	3.456373457	6.315986893	0	0	0	9.231184281	0	0	9.271685407	0	0	0	0	0	0	0	8.317376321	9.779330893	9.031160223	0	0	0	7.442640703	8.565380847	7.026211069	9.344465502	0	0	0	0	0	8.751842738	8.666461091	0	0	0	8.432606664	8.105394004	0	0	0	0	0	0	0	0	9.486768461	8.760246836	8.94599149	0	0	0	0	0	0	0	8.377172154	0	0	9.193101883
AP1G1	1.779553913	7.746680802	0	0	5.815759662	0	4.108470495	0	0	3.766996468	7.165002829	2.827556714	0	3.782683304	9.549409219	9.343401698	0	6.931253428	0	0	0	3.600985343	0	1.89776248	2.817198129	1.982635892	4.7664431	5.738833202	4.382210024	7.993301571	3.204771775	1.481336766	2.402671639	6.517370407	9.07774049	0	7.071838932	4.652270193	0	4.559309565	3.456373458	2.917610406	6.670350833	0	0	4.27831463	0	0	0	0	3.869357384	4.658304896	3.078413016	7.286509818	0	0	2.18054387	0	0	4.634753978	8.059711987	6.723659769	4.684205476	0	4.406702199	0	2.339798016	0	0	0	0	0	0	6.132044457	4.569095825	8.111050888	0	5.407560104	9.953042568	0	0	6.978416223	3.525807366	3.23952898	0	5.945520879	0	9.468244682	5.501338703	0	4.008175672	1.488181101	0	4.049547338	0	8.84325074	0	9.977752948	1.401837337	0
AP1G2	8.206610028	0	0	1.536796474	0	0	0	0	0	7.013910643	5.643283886	6.015640945	8.359498235	0	0	0	0	4.966287991	0	0	1.402308489	7.670790831	0	0	3.711037319	0	7.475454875	6.99592744	0	0	0	8.235989474	8.673635575	0	0	0	0	0	0	0	0	2.096925624	0	0	0	6.500933594	8.52017897	7.12799218	0	0	0	0	0	0	2.375026687	0	1.468125588	0	5.371792026	0	0	6.259962715	3.739257796	4.671776844	0	0	0	0	0	0	7.184204985	0	0	0	0	0	0	0	0	0	0	3.948089857	0	0	0	0	0	0	4.08713042	0	0	6.083170244	0	0	6.384422994	0	7.634572909	0	0	0
AP1M1	0	0	0	0	0	0	0	0	0	0	0	0	5.030689682	3.1661752	4.497339026	0	2.080428694	0	4.472488121	0	0	3.707287544	0	0	4.258802951	0	5.906615136	6.893670957	6.065730096	0	1.402725681	3.030034583	3.793213826	0	0	6.715494013	0	0	0	6.01673886	3.456373457	0	6.91238002	0	3.471108498	3.063809152	0	0	0	0	5.130806515	8.20975337	0	0	0	0	1.468125588	0	0	0	7.665489786	0	0	0	0	0	4.108463428	0	2.184791775	0	0	0	0	0	0	2.789034021	5.660487227	5.358147409	0	0	0	0	0	0	0	8.097122527	7.828153655	8.257333556	0	0	0	0	7.723161059	6.613897032	0	0	3.117583975	9.585947732	5.115564613	3.705757151
AP1S2	0	0.820663307	0	0	5.60829402	0	6.621995118	0	8.465505265	0	7.366895717	5.618004821	0	6.895475202	5.511293728	0	8.802992432	4.966287991	7.094658707	0	0	0	0	0	6.140596929	0	7.365071945	0	1.116262585	3.106754407	0	0	6.699156735	0	6.391911239	7.53335206	6.368153543	4.095712335	0	5.569311928	0	0	6.876762351	0	7.925675682	0	0	0	5.712172197	0	7.728119661	9.105132559	0	0	1.922820516	0	6.163194451	0	7.574409072	0	5.661617166	7.135280579	7.541623398	7.696295807	4.101679216	0	0	8.411427291	0	0	0	0	0	0	0	0	0	7.489020901	0	0	0	6.978416223	0	2.874530014	0	0	0	4.355252428	0	0	0	0	0	5.955110971	0	0	0	0	5.603744638	0
AP2B1	7.061877714	0	0	0	1.813472312	8.433113164	0	7.751485823	2.64638629	6.91684647	6.113968642	7.798221858	3.531402707	1.375916645	0	7.400965902	0	0	1.271027411	9.304696564	9.875428613	7.599835719	3.446167559	9.26948833	0	1.982635892	0	2.424080483	3.001276006	7.396753217	9.835140198	0	9.953447442	3.330644641	3.507419705	7.416970605	8.36585013	8.525752844	0	0	3.996846167	8.59916974	0	3.756995918	6.670924305	2.562633129	0	0	2.146755255	1.841750211	0	0	0	3.391923215	2.375026688	0	9.158909893	4.160280031	0	8.903306626	6.33530797	4.205384873	0	0	0	10.171435349	8.485764705	0	9.279975064	7.83910381	10.316423093	9.384680774	0	0	0	0	5.242868211	9.671771463	0	0	3.606043616	0	0	0	0	0	0	0	0	9.803493391	0	5.410173668	0	9.06928471	0	0	0	8.645418984	7.44518846	1.140648012
AP2M1	8.320796952	9.644154124	9.727832145	9.094682312	8.351716545	8.266331526	7.835993323	9.181019661	8.841421024	7.693662418	9.098780967	9.476778748	0	8.605339744	6.130813632	9.281342994	9.386877846	0	9.340532964	9.931922398	9.269631024	9.280124549	8.370590073	8.97340482	0	7.97689245	8.075348614	8.28099179	9.057867386	8.007600805	0	4.705371114	9.147183421	0	8.333304622	1.762516519	9.789618241	8.636883161	7.232487969	8.051393621	3.456373457	9.046449632	9.132060808	9.438291109	7.663827481	9.382063265	9.423189752	0	0	7.625109039	8.857679134	0	7.85706207	8.175323244	8.445257814	0	0	4.718092882	0	8.050816522	9.781312822	4.764041074	9.486961708	8.604806278	9.400940211	3.117924008	0	6.977488007	8.253242146	9.324625806	8.946525481	8.210079002	9.457155144	0	7.04155621	8.902865921	7.611062186	7.741111017	6.301614158	7.639343284	7.298959692	8.440573433	8.607932286	0	8.028708233	0	9.239217927	8.479052267	8.234741668	0	8.379380217	5.141664203	8.94164668	8.672173558	7.48475121	8.547981049	7.398020331	5.410982746	5.720687088	5.936402771
AP2S1	0	0	7.994831022	4.453941943	6.232444634	7.38395846	0	8.076358496	0	0	5.746651437	4.165177052	0	6.952336171	1.286318167	5.324527041	7.982352714	4.966287991	7.167385056	0	0	0	0	1.89776248	4.654876081	7.787476903	5.077730677	0	6.66440883	2.603189053	7.355409559	6.5846601	6.029391516	0	6.559926112	0	6.947282589	5.269063136	6.86753872	2.658152137	0	5.078083672	0	7.318166984	6.807140091	0	5.00722637	0	6.120313383	0	6.589516978	0	0	0	5.679464621	4.780891632	6.232624835	0	0	0	7.121278014	0	6.450910049	5.64319472	7.415890813	6.2819537	0	7.577944494	6.486477725	0	8.693730253	7.677748674	6.323481735	6.529130564	2.740792433	7.110099155	7.514061624	6.552998424	6.108351776	6.784067278	0	7.44471996	8.527973218	0	7.615511057	0	6.255832444	8.106986546	6.925831639	6.141735415	8.205906148	6.393109471	0	0	6.307379563	7.252951405	5.390820235	7.232882596	7.43152762	0
AP3M1	0	0	0	0	7.804558322	2.924264296	0	2.07085734	8.684242604	0	8.866816852	8.244244525	0	8.924751898	0	2.294903689	0	4.966287991	0	0	2.567965407	0	2.104261737	0	0	8.417737566	5.211345381	8.606039738	0	0	8.68073786	8.850383184	0	0	0	0	5.468429122	0	0	8.738681655	5.354269821	0	0	6.62917973	4.404547994	0	0	5.87648669	0	1.841750211	0	0	0	8.127130348	7.245537024	0	1.468125589	4.220304208	0	0	0	7.45515477	0	0	8.286514678	0	2.339798016	0	0.994978814	1.723720191	5.777497109	0	3.444372193	0	0	0	6.664350862	1.947984669	1.161057925	0	0	8.898872109	0	7.257457893	0	5.611654867	0	1.057637042	1.634175127	3.199913578	0	9.622295073	4.211413141	0	0	3.980339518	8.878722668	0	0	4.959770543
AP3M2	0	0.820663307	0	9.242401078	7.898785416	1.813769837	5.37932246	0	8.044659255	0	8.549355187	0	0	0	8.166768447	0	0	0	0	0	8.27579621	0	0	0	0	6.027002609	0	7.180969862	0	0	0	0	5.712974759	0	0	0	4.093701365	0	0	0	0	8.022142825	8.588079524	0	4.404547993	7.25873883	0	0	0	5.112608385	0	1.595011657	3.990382671	0	0	0	0	0	0	0.966216844	0	3.281542646	0	0	0	0	0	0	0	0	0	0	0	0	6.226833341	9.482060815	9.070061965	0	0	0	0	0	0	0	0	0	0	7.628165106	0	0	0	0	0	6.522943274	0	0	0	0	8.577549288	0
AP3S1	0	5.869534362	9.015800661	0	0	7.58635491	0	0	0	0	8.117051694	7.72155483	0	0	0	0	2.080428693	5.9430264	0	0	7.745650485	3.898935937	7.09054484	0	7.161143843	0	4.368967236	4.76559891	7.309788035	5.19116705	7.757322273	7.479095099	3.793213826	0	7.085728172	0	2.844422028	0	0	3.53909436	0	0	0	7.781985957	0	0	0	0	5.274685737	7.530874721	6.688053592	0	3.078413016	0	0	0	0	7.087892568	6.558362715	0	4.226600817	4.205384873	4.684205475	2.387643523	0	2.275212361	9.682271564	0	6.860721319	0	0	6.023854514	0	0	8.036070278	0	7.701949707	0	0	0	8.150465363	7.230326319	6.991124416	0	0	7.25333438	7.246361875	0	7.757102552	6.784526821	0	1.4881811	0	7.532715825	0	0	0	0	6.538743263	5.167486779
AP3S2	7.866479024	1.445721504	4.37391895	0	4.846201998	0	5.093758068	0	4.068921095	9.890279685	1.182318994	7.758141414	9.84541527	4.544397973	0	4.825301568	0	0	8.051444977	4.426267625	8.602659418	7.284924981	4.129190967	2.714080689	6.611272216	1.545421955	2.150884071	6.783609969	1.962089671	0	7.973832909	0	2.402671639	4.323893358	9.18446497	0	8.012157264	7.314800392	4.031130425	7.325235378	3.482363199	0	8.830768831	1.756490179	0	2.226782028	0	5.890626965	2.146755255	8.950203632	4.819135956	2.4612043	3.078413016	2.874092831	8.071446634	1.979459533	8.192256532	3.238791784	9.637894578	1.883411294	0	8.084502737	5.97206474	0	0	0	2.339798015	7.203128481	1.07609121	2.486904837	0	8.632832283	8.507817038	0	0	1.125871719	8.190427017	1.280466942	0	0	10.202457194	0	6.866624131	0	0	0	0	0	8.624794522	7.946444837	0	2.204986194	4.211413141	8.56683195	2.417999677	0	0.018347723	6.823083167	5.439557	1.140648012
AP4B1	6.834708701	0.820663307	10.42317466	1.654751461	5.492182212	0	6.621995118	2.07085734	2.64638629	0	0	0	8.263585822	0	0	0	0	0	0	2.350499668	0	0	2.059281073	0	8.156095079	0.79745818	0	6.233365835	0.663502416	0	0	0	7.27948366	4.257101369	3.507419705	0	0	0	0	0	0	0	0	8.066562133	0	0	0	0	0	1.841750211	6.589516978	0	0	8.367344356	0	8.101929202	0	0	0	0	0	0	5.5418937	0	0	0	0	0	1.471606713	1.723720191	9.251152679	0	0	0	8.036070278	0	0	0	0	8.860707493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34346034	8.0648772	0	0
AP4M1	0	0	0	8.698794677	7.881426398	0	0	0	0	0	0	7.975664203	0	0	7.135326144	0	0	0	1.271027412	0	6.837737601	0	0	0	0	0.79745818	0	0	6.390892904	0	0	1.481336766	0	0	0	8.92350907	0	3.177717425	0	7.133874899	2.582159434	7.245899852	0	0	3.431183164	0	0	0	0	6.594317241	0	0	0	0	0	0	0	7.669315767	0	0	0	4.205384873	4.684205476	0	2.334020924	0	0	1.600657901	8.139904165	0	0	0	2.571164048	0	0	0	0	0	0	0	0	0	0	0	0	4.968742606	0	0	0	0	9.146975447	0	0	9.088442782	9.563972908	7.417621072	0	0	6.094086088	0
AP5M1	0	7.560129318	0	9.771136568	0	0	8.698213433	0	8.627799356	8.614810596	0	7.463584025	0	8.674567273	5.417258198	0	8.864258385	0	4.377586872	3.201636545	0	5.893692015	6.20153756	0	0	0	0	0	7.730505534	9.530599795	7.595061638	0	0	0	0	0	0	7.734372528	7.158992222	7.977299137	0	8.317244712	7.370677011	9.95137181	7.925675682	9.737651088	0	0	0	0	0	0	0	5.397605699	0	10.109562931	7.673567305	0	0	0	8.590774108	0	7.221629802	2.16940005	0	0	0	0	0	0	0	8.076128372	0	3.071629946	0	0	8.086303782	0	8.675782241	1.001366838	0	0	0	0	0	0	0	0	8.638222837	7.655576453	0	8.570324913	0	0	7.880146351	0	0	8.365145205	0	0
AP5S1	1.148348457	0.820663307	6.55710815	8.102318459	0	0	0	0	0	7.664060248	0	0	6.872697939	0	0	4.825301568	0	0	0	2.350499667	0	6.799765173	0	0	4.010762573	0	7.080687474	3.817685146	0	0	0	4.801215473	0	2.70641271	3.507419704	0	0	0	8.774597043	0	0	7.115560249	0	0	7.51261465	0	0	7.12799218	0	0	0	0	0	0	0	0	0	9.208971384	0	0	7.9502622	0	0	0	0	6.050756569	0	0	6.304245547	0	1.751533265	7.890645915	0	0	0	0	8.165092216	0	0	0	0	0	0	0	0	7.514791939	0	0	0	0	0	4.985999493	0	0	0	0	7.885693373	0	0.864880994	8.864088908
APBB1	4.17251953	5.310849115	0	0.964027074	0	0	0	0	3.526311855	1.036432199	0	0	0	0	3.372090147	0	0	5.535784513	0	0	0	0	0	0	0	0	0	0	1.737986489	8.492442152	0.865525501	7.302011953	0	2.467357924	2.629011986	3.883537015	7.348490439	7.363326854	5.457703335	7.372250863	0	0	0	5.990925813	0	0	0	0	8.23350879	5.265829507	5.130806515	0	6.665796968	0	0	0	0	0	0	0	0	0	4.994866449	6.438124662	0	4.336529354	0	0	0.529397648	0	7.108519423	0	0	0	0	0	8.020726932	0	0	0	0	0	0	0	0	8.097122526	0	0	4.872866322	0	0	8.750450579	0	8.100557699	0	0	3.405878673	0	5.230469335	8.399776477
APBB2	6.278835997	7.412223871	9.25456246	0	6.819052728	8.230530071	5.066033618	0	6.22213966	8.622526565	1.135902001	8.840473273	0	0	6.627245913	0	8.540603892	5.943026401	8.486124757	0	5.652407863	0	0	5.565229112	2.817198129	4.335493456	0	3.282993733	6.922295225	8.862575032	9.262598515	7.226335848	7.692197774	7.097073697	3.507419705	0	5.251457283	2.670348357	9.122693179	7.94656195	0	6.68112597	0.984887933	3.964062909	6.93159698	8.575003492	0	7.860826189	8.723428066	0	0	1.595011657	8.943956302	5.397605699	7.177611487	0	5.035588614	3.238791784	0	10.628633299	0	0	3.739257797	0	0	8.645412161	0	8.597065587	8.175735137	2.983424158	6.059371591	0	0	10.043430966	0	0	0	0	9.733887927	0	10.324841536	3.409122265	0	0	0	0	0	8.580357949	10.238511099	8.360019431	0	9.59224159	0	9.65549433	8.124301703	2.231389186	0	9.860481896	6.433021206	0
APBB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.008616472	0	0	7.805487761	0	0	0	0	5.712974759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.254426704	0	0	4.684205475	0	0	0	0	0	0	0	0	0	0	1.794551243	9.688659826	0	0	9.517153713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.231389185	1.188963353	9.142524283	0	0
APC	6.787824234	9.596401895	0	8.812988566	8.155731932	8.514759862	9.091047581	9.258472466	7.262735154	10.80409315	8.540102219	9.670370975	0	9.219306943	9.786492535	9.36065325	2.080428694	6.520150938	7.914485162	0	8.65087596	8.860830545	6.981755798	6.273100866	9.493260675	0	6.680765751	8.802259681	9.214965046	5.378867524	8.703673917	9.30334643	8.171344902	7.097073696	5.408989531	9.294479061	0	7.476319712	9.216244835	9.540541987	0	10.581022554	0	0	8.197670803	7.987288237	4.607064898	0	6.547886107	7.486447166	0	10.465217154	7.077277786	8.620396146	7.754593464	4.433238076	9.441455426	10.133815594	2.851282123	9.278244882	9.003216015	8.985811111	4.684205476	10.373821682	0	4.801408151	0	0	6.816577518	0	0	1.364806862	7.268935021	10.633554317	5.350165433	9.336627502	1.18350236	9.30862324	8.118483389	0	0	5.116055924	3.525807366	1.637477768	0	0	7.246361876	6.088612426	0	8.844191157	0	0	9.490913148	9.782481168	0	3.068966305	8.225034116	6.46707071	7.185166236	0
APEH	7.851358037	0	0	0	0	6.73680898	8.348671047	0	0	0	7.94544165	9.099422925	3.531402706	0	0	0	0	0	7.276621095	0	0	0	0	10.882362533	4.81842382	0	7.908280453	0	8.017332182	5.952226279	0	0	8.73299383	4.257101369	8.735568925	0	0	0	0	7.954307857	0	0	0	0	8.508659003	0	8.895425306	0	0	0	8.552310888	0	0	0	2.996224272	0	0	0	0	0	0	0	0	8.591783813	0	0	0	0	0	0	0	0	0	0	4.569095825	8.955352967	0	0	0	0	0	7.27582973	0	0	0	0	0	0	0	0	0	0	5.171939176	10.012183415	0	0	8.798054906	0	7.233202403	0
APEX1	10.201452791	8.885666486	3.243285349	9.191698313	9.165889095	10.022286934	7.279553667	0	7.532425791	8.888794953	6.972074001	9.968473762	10.017005583	8.957528335	7.807692655	9.84422697	9.051507807	5.943026401	0	2.350499668	8.357574649	8.693091266	7.976037233	5.565229112	7.511259959	10.22563738	6.056211272	9.386144547	9.181986496	8.781682564	7.893222187	7.656154524	9.569747807	0	0	0	7.561771411	9.246357381	8.903949195	7.874911131	8.570291694	9.725733818	0	7.318166984	0	9.741791917	8.17610514	9.511935767	10.00771706	8.362928586	10.134709099	0	9.128029305	8.159437151	8.922878313	9.37346764	9.290904054	9.793121057	9.782380046	8.258271201	8.942154291	6.838086559	3.739257797	7.98232127	7.44964166	9.920134854	9.425282361	1.600657901	8.647028293	9.554081561	9.106864499	8.698131829	9.664684665	8.716794898	5.133655719	8.395674522	10.535837044	8.611633523	7.493863095	5.002647073	9.399435283	0	9.279742517	10.004290909	0	0	5.274589087	9.463832259	10.550467804	9.519476555	10.066702641	8.291519113	8.889287925	9.255956699	10.009265903	8.248214427	9.677453336	9.941851916	8.1720089	8.822730547
APH1A	7.389516921	0	0	0	6.476066244	0	4.108470495	8.477156216	4.462306388	0	0	6.277476779	0	8.045645281	0	8.477986164	0	0	1.271027411	0	0	0	0	8.816495547	0	0	0	0	8.033498359	0	7.032062343	0	0	0	0	0	0	4.489498953	8.172729153	0	0	7.6507361	0	9.129837388	0	0	8.011650367	0	0	0	6.688053592	0	0	0	2.996224273	0	0	0	0	0	0	0	3.739257797	0	2.334020923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.079137448	0	0	0	0	0	8.562577644	4.631885849	0	0	0	0	0	7.090048714	0	0	0	0	3.980154186	0
APH1B	1.779553913	0	0	0	6.897228351	0	0	0	0	0	7.116024742	0	0	0	0	0	9.177543718	0	0	0	2.567965407	0	0	0	0	0	8.143812564	0	7.76963584	0	0	0	0	0	0	0	0	1.880847865	0	7.98488219	0	0	0	0	0	0	5.577157853	0	0	0	8.552310889	0	0	3.77218568	0	0	0	3.238791784	6.737132928	0.966216845	1.470989583	6.313165304	0	0	0	7.805808045	0	0	0	0	0	0	0	0	0	0	0	0	0	7.260102383	0	0	0	0	0	6.522658993	0	0	0	9.29338263	3.095158872	1.488181101	4.211413141	3.032294216	0	0	7.954303961	0	0	5.261109919
API5	0	6.663551551	0	0	0	4.217942683	7.729563731	0	8.258030243	4.927525217	5.840092573	6.277476779	9.047487987	2.883876944	8.061905154	7.855027451	0	5.943026401	0	9.785455476	0	8.423624495	8.311877994	9.995278469	0	9.322242298	3.81849941	6.314762302	9.014545379	8.477109846	8.372626945	8.247264723	3.793213826	0	9.105170849	0	0	8.712646145	0	9.091447644	9.67787818	5.551256039	0	1.626029742	0	5.535978585	0	3.652245476	2.146755255	0	0	0	3.990382672	7.93522225	8.679391042	0	9.158909893	4.718092882	2.03850889	9.343237399	7.820556878	0	8.024836188	0	9.226963227	10.066832131	0	8.924297612	3.166695551	9.84885451	9.219994494	0	0	8.308528639	4.878817012	7.597832023	0	0	0	8.217042311	0	0	9.097851607	8.083401829	7.034222177	0	0	0	0	3.731569345	8.411705416	0	0	7.692497635	0	9.201245767	0	0	4.372154385	9.178177216
APIP	0	0.820663307	0	0	7.58594126	5.87918472	0	0	0	0	0	7.142314499	0	0	3.268178076	7.727848756	0	0	0	0	0	0	0	5.187551067	7.412289023	0	4.368967237	5.167315626	3.524893415	0	0	1.481336766	0	0	0	0	4.938966475	0	0	0	0	0	0	6.037499589	0	0	8.580139564	0	0	0	4.819135956	7.253353207	5.731398678	0	2.718804859	0	4.222357965	6.676385709	0	7.838805918	0	0	3.739257797	6.727251851	7.802934851	0	8.895699951	0	0	3.352120078	0	0	0	5.425401686	0	3.016853239	0	0	0	0	0	3.409122264	0	0	0	4.968742606	0	8.416496199	5.028362768	0	0	0	0	0	0	0	1.188963353	0	0	0
APLNR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
